City,OCC_TITLE,A_MEDIAN,TOT_EMP,Cost of Living Index,Rent Index,Local Purchasing Power Index
"San Francisco, CA",Computer Hardware Engineers,172920.0,5090,90.5,78.0,156.6
"Seattle, WA",Computer and Information Systems Managers,212450.0,13900,78.9,58.1,172.9
"Seattle, WA",Computer and Mathematical Occupations,147300.0,161820,78.9,58.1,172.9
"Seattle, WA",Computer Systems Analysts,132580.0,13940,78.9,58.1,172.9
"Seattle, WA",Information Security Analysts,152660.0,4490,78.9,58.1,172.9
"Seattle, WA",Computer and Information Research Scientists,232120.0,2070,78.9,58.1,172.9
"Seattle, WA",Computer Network Support Specialists,97200.0,2070,78.9,58.1,172.9
"Seattle, WA",Computer User Support Specialists,73230.0,13510,78.9,58.1,172.9
"Seattle, WA",Computer Network Architects,166880.0,3370,78.9,58.1,172.9
"Seattle, WA",Database Administrators,133310.0,1380,78.9,58.1,172.9
"Seattle, WA",Database Architects,155880.0,**,78.9,58.1,172.9
"Seattle, WA",Network and Computer Systems Administrators,106920.0,5950,78.9,58.1,172.9
"Seattle, WA",Computer Programmers,167970.0,**,78.9,58.1,172.9
"Seattle, WA",Software Developers,169340.0,72730,78.9,58.1,172.9
"Seattle, WA",Software Quality Assurance Analysts and Testers,131640.0,7300,78.9,58.1,172.9
"Seattle, WA",Web Developers,120750.0,3420,78.9,58.1,172.9
"Seattle, WA","Computer Occupations, All Other",134230.0,10400,78.9,58.1,172.9
"Seattle, WA",Operations Research Analysts,107360.0,1990,78.9,58.1,172.9
"Seattle, WA",Data Scientists,157290.0,6100,78.9,58.1,172.9
"Seattle, WA",Computer Hardware Engineers,174070.0,1150,78.9,58.1,172.9
"Tampa, FL",Computer and Information Systems Managers,166470.0,5860,71.1,45.8,147.6
"Tampa, FL",Computer and Mathematical Occupations,99510.0,51750,71.1,45.8,147.6
"Tampa, FL",Computer Systems Analysts,102120.0,7350,71.1,45.8,147.6
"Tampa, FL",Information Security Analysts,104260.0,2770,71.1,45.8,147.6
"Tampa, FL",Computer and Information Research Scientists,127430.0,150,71.1,45.8,147.6
"Tampa, FL",Computer Network Support Specialists,76070.0,1120,71.1,45.8,147.6
"Tampa, FL",Computer User Support Specialists,57150.0,7400,71.1,45.8,147.6
"Tampa, FL",Computer Network Architects,129740.0,1360,71.1,45.8,147.6
"Tampa, FL",Database Administrators,100770.0,600,71.1,45.8,147.6
"Tampa, FL",Database Architects,130630.0,370,71.1,45.8,147.6
"Tampa, FL",Network and Computer Systems Administrators,97220.0,3540,71.1,45.8,147.6
"Tampa, FL",Computer Programmers,97140.0,680,71.1,45.8,147.6
"Tampa, FL",Software Developers,126380.0,14520,71.1,45.8,147.6
"Tampa, FL",Software Quality Assurance Analysts and Testers,88530.0,3020,71.1,45.8,147.6
"Tampa, FL",Web Developers,82060.0,650,71.1,45.8,147.6
"Tampa, FL","Computer Occupations, All Other",87670.0,4070,71.1,45.8,147.6
"Tampa, FL",Operations Research Analysts,81550.0,1570,71.1,45.8,147.6
"Tampa, FL",Data Scientists,112310.0,1640,71.1,45.8,147.6
"Tampa, FL",Computer Hardware Engineers,100720.0,470,71.1,45.8,147.6
"Tucson, AZ",Computer and Information Systems Managers,147240.0,1630,63.1,31.6,133.1
"Tucson, AZ",Computer and Mathematical Occupations,96150.0,12310,63.1,31.6,133.1
"Tucson, AZ",Computer Systems Analysts,96970.0,850,63.1,31.6,133.1
"Tucson, AZ",Information Security Analysts,88520.0,590,63.1,31.6,133.1
"Tucson, AZ",Computer and Information Research Scientists,58090.0,60,63.1,31.6,133.1
"Tucson, AZ",Computer Network Support Specialists,62300.0,110,63.1,31.6,133.1
"Tucson, AZ",Computer User Support Specialists,57520.0,2030,63.1,31.6,133.1
"Tucson, AZ",Computer Network Architects,105490.0,270,63.1,31.6,133.1
"Tucson, AZ",Database Administrators,86480.0,140,63.1,31.6,133.1
"Tucson, AZ",Database Architects,100450.0,80,63.1,31.6,133.1
"Tucson, AZ",Network and Computer Systems Administrators,90910.0,910,63.1,31.6,133.1
"Tucson, AZ",Computer Programmers,98260.0,110,63.1,31.6,133.1
"Tucson, AZ",Software Developers,114230.0,5500,63.1,31.6,133.1
"Tucson, AZ",Software Quality Assurance Analysts and Testers,99300.0,250,63.1,31.6,133.1
"Tucson, AZ","Computer Occupations, All Other",100130.0,420,63.1,31.6,133.1
"Tucson, AZ",Operations Research Analysts,75610.0,80,63.1,31.6,133.1
"Tucson, AZ",Data Scientists,83930.0,360,63.1,31.6,133.1
"Tucson, AZ",Computer Hardware Engineers,123900.0,100,63.1,31.6,133.1
"Urban Honolulu, HI",Computer and Information Systems Managers,138900.0,1230,86.9,57.4,103.5
"Urban Honolulu, HI",Computer and Mathematical Occupations,97320.0,11620,86.9,57.4,103.5
"Urban Honolulu, HI",Computer Systems Analysts,87070.0,1650,86.9,57.4,103.5
"Urban Honolulu, HI",Information Security Analysts,123320.0,520,86.9,57.4,103.5
"Urban Honolulu, HI",Computer and Information Research Scientists,140150.0,80,86.9,57.4,103.5
"Urban Honolulu, HI",Computer Network Support Specialists,82170.0,450,86.9,57.4,103.5
"Urban Honolulu, HI",Computer User Support Specialists,59150.0,1980,86.9,57.4,103.5
"Urban Honolulu, HI",Computer Network Architects,114590.0,380,86.9,57.4,103.5
"Urban Honolulu, HI",Database Administrators,93400.0,100,86.9,57.4,103.5
"Urban Honolulu, HI",Database Architects,149500.0,60,86.9,57.4,103.5
"Urban Honolulu, HI",Network and Computer Systems Administrators,100000.0,1870,86.9,57.4,103.5
"Urban Honolulu, HI",Computer Programmers,108040.0,**,86.9,57.4,103.5
"Urban Honolulu, HI",Software Developers,118630.0,1630,86.9,57.4,103.5
"Urban Honolulu, HI",Software Quality Assurance Analysts and Testers,119530.0,160,86.9,57.4,103.5
"Urban Honolulu, HI",Web Developers,94000.0,**,86.9,57.4,103.5
"Urban Honolulu, HI","Computer Occupations, All Other",112050.0,1750,86.9,57.4,103.5
"Urban Honolulu, HI",Operations Research Analysts,97630.0,110,86.9,57.4,103.5
"Urban Honolulu, HI",Data Scientists,123950.0,220,86.9,57.4,103.5
"Urban Honolulu, HI",Computer Hardware Engineers,140150.0,110,86.9,57.4,103.5
"Washington, DC-VA-MD",Computer and Information Systems Managers,191880.0,20770,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer and Mathematical Occupations,131890.0,234060,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer Systems Analysts,126170.0,17720,78.7,66.9,144.5
"Washington, DC-VA-MD",Information Security Analysts,138410.0,15870,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer and Information Research Scientists,156360.0,3150,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer Network Support Specialists,86730.0,6070,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer User Support Specialists,75250.0,17710,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer Network Architects,163570.0,8910,78.7,66.9,144.5
"Washington, DC-VA-MD",Database Administrators,124160.0,3470,78.7,66.9,144.5
"Washington, DC-VA-MD",Database Architects,188120.0,6710,78.7,66.9,144.5
"Washington, DC-VA-MD",Network and Computer Systems Administrators,124050.0,11280,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer Programmers,103580.0,4090,78.7,66.9,144.5
"Washington, DC-VA-MD",Software Developers,150880.0,68210,78.7,66.9,144.5
"Washington, DC-VA-MD",Software Quality Assurance Analysts and Testers,126430.0,8740,78.7,66.9,144.5
"Washington, DC-VA-MD",Web Developers,126040.0,3620,78.7,66.9,144.5
"Washington, DC-VA-MD","Computer Occupations, All Other",144040.0,35080,78.7,66.9,144.5
"Washington, DC-VA-MD",Operations Research Analysts,124090.0,7610,78.7,66.9,144.5
"Washington, DC-VA-MD",Data Scientists,135190.0,8530,78.7,66.9,144.5
"Washington, DC-VA-MD",Computer Hardware Engineers,153340.0,2060,78.7,66.9,144.5
